"libellé métier";"lien site onisep.fr";"nom publication";collection;année;gencod;GFE;"code ROME";"libellé ROME";"lien ROME";domaine/sous-domaine
"bottier / bottière";https://www.onisep.fr/http/redirection/metier/slug/MET.447;"Les métiers de la mode et du luxe";Parcours;2019;9782273014564;"GFE L : textile, habillement, cuir";B1802;"Réalisation d'articles en cuir et matériaux souples (hors vêtement)";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=B1802;"matières premières, fabrication, industries/textile, habillement"
"boulanger / boulangère";https://www.onisep.fr/http/redirection/metier/slug/MET.17;"Les métiers du goût et des saveurs";Parcours;2021;9782273015721;"GFE K : production alimentaire";D1102;"Boulangerie - viennoiserie";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1102;"matières premières, fabrication, industries/agroalimentaire| commerce, marketing, vente/grande distribution et petits commerces"
"brodeur / brodeuse";https://www.onisep.fr/http/redirection/metier/slug/MET.188;"Les études d'art";Dossiers;2023;9782273016506;"GFE L : textile, habillement, cuir";B1804;"Réalisation d'ouvrages d'art en fils";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=B1804;"arts, culture, artisanat/artisanat d'art| matières premières, fabrication, industries/textile, habillement"
"cadreur / cadreuse";https://www.onisep.fr/http/redirection/metier/slug/MET.262;"Les métiers du cinéma";Parcours;2021;9782273015745;"GFE V : arts, spectacle, audiovisuel";L1505;"Image cinématographique et télévisuelle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1505;"information-communication, audiovisuel/audiovisuel| information-communication, audiovisuel/journalisme, édition, publicité"
"carrossier / carrossière";https://www.onisep.fr/http/redirection/metier/slug/MET.68;"Les métiers de l'automobile";Parcours;2020;9782273015172;"GFE E : travail des métaux";I1606;"Réparation de carrosserie";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1606;mécanique/automobile
"charcutier-traiteur / charcutière-traiteuse";https://www.onisep.fr/http/redirection/metier/slug/MET.153;"Les métiers du goût et des saveurs";Parcours;2021;9782273015721;"GFE K : production alimentaire";D1103;"Charcuterie - traiteur";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1103;"matières premières, fabrication, industries/agroalimentaire| commerce, marketing, vente/grande distribution et petits commerces| hôtellerie-restauration, tourisme/restauration"
"chargé / chargée d'affaires en génie mécanique";https://www.onisep.fr/http/redirection/metier/slug/MET.348;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE F : mécanique";H1102;"Management et ingénierie d'affaires";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1102;"mécanique/mécanique (généralités)"
"chargé / chargée d'études en valorisation agricole des déchets";https://www.onisep.fr/http/redirection/metier/slug/MET.616;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE T : environnement, nettoyage, sécurité";;;;"agriculture, animaux/agriculture (généralités)| environnement, énergies, propreté/déchets, pollutions et risques"
"chargé / chargée d'études en valorisation agricole des déchets";https://www.onisep.fr/http/redirection/metier/slug/MET.616;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE T : environnement, nettoyage, sécurité";;;;"agriculture, animaux/agriculture (généralités)| environnement, énergies, propreté/déchets, pollutions et risques"
"chargé / chargée de clientèle banque";https://www.onisep.fr/http/redirection/metier/slug/MET.671;"Les métiers de la banque, de la finance et de l'assurance";Parcours;2022;9782273016094;"GFE Q : commerce, gestion, finances";C1206;"Gestion de clientèle bancaire";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=C1206;"banque, assurances, immobilier/banque| commerce, marketing, vente/marketing, vente"
"chargé / chargée de pharmacovigilance";https://www.onisep.fr/http/redirection/metier/slug/MET.215;"Les métiers de l'industrie du médicament";"Zoom sur les métiers";2020;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1502;"Management et ingénierie qualité industrielle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1502;"santé, social, sport/médical"
"chargé / chargée de projet événementiel";https://www.onisep.fr/http/redirection/metier/slug/MET.473;"Ecoles de commerce";Dossiers;2024;9782273016582;"GFE U : communication, médias";E1103;Communication;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1103;"information-communication, audiovisuel/communication"
"chargé / chargée de référencement web";https://www.onisep.fr/http/redirection/metier/slug/MET.501;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE U : communication, médias";;;;"commerce, marketing, vente/marketing, vente| information-communication, audiovisuel/multimédia"
"chargé / chargée des relations publiques";https://www.onisep.fr/http/redirection/metier/slug/MET.314;"Ecoles de commerce";Dossiers;2024;9782273016582;"GFE U : communication, médias";E1103;Communication;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1103;"information-communication, audiovisuel/communication"
"chargé / chargée HSE (hygiène sécurité environnement)";https://www.onisep.fr/http/redirection/metier/slug/MET.878;"Les métiers de la chimie";Parcours;2021;9782273015233;"GFE T : environnement, nettoyage, sécurité";H1302;"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1302;"environnement, énergies, propreté/propreté| armée, sécurité/sécurité, prévention"
"charpentier / charpentière de marine";https://www.onisep.fr/http/redirection/metier/slug/MET.915;;"pas de publication Onisep spécifique";;;"GFE M : travail du bois";F1503;"Réalisation - installation d'ossatures bois";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1503;"matières premières, fabrication, industries/bois| mécanique/construction navale"
"chauffeur / chauffeuse de taxi";https://www.onisep.fr/http/redirection/metier/slug/MET.662;"Les métiers des grands événements culturels et sportifs";"Zoom sur les métiers";2023;9782273016742;"GFE O : transport, logistique";N4102;"Conduite de transport de particuliers";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=N4102;"logistique, transport/transport"
"chef / cheffe comptable";https://www.onisep.fr/http/redirection/metier/slug/MET.195;"Ecoles de commerce";Dossiers;2024;9782273016582;"GFE Q : commerce, gestion, finances";M1206;"Management de groupe ou de service comptable";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1206;"gestion des entreprises, comptabilité/comptabilité"
"chef / cheffe d'établissement scolaire";https://www.onisep.fr/http/redirection/metier/slug/MET.7832;;"pas de publication Onisep spécifique";;;"GFE W : droit, enseignement, recherche et sciences humaines";K2103;"Direction d'établissement et d'enseignement";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2103;"lettres, langues, enseignement/enseignement| gestion des entreprises, comptabilité/ressources humaines"
"chef / cheffe de chantier";https://www.onisep.fr/http/redirection/metier/slug/MET.438;"Les métiers du bâtiment et des travaux publics";Parcours;2023;9782273016445;"GFE C : bâtiment";F1202;"Direction de chantier du BTP";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1202;"construction, architecture, travaux publics/génie civil, construction (généralités)"
"chef / cheffe de fabrication des industries graphiques";https://www.onisep.fr/http/redirection/metier/slug/MET.273;;"pas de publication Onisep spécifique";;;"GFE N : techniques graphiques, impression";E1303;"Encadrement des industries graphiques";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1303;"information-communication, audiovisuel/industries graphiques"
"chef / cheffe de produit marketing";https://www.onisep.fr/http/redirection/metier/slug/MET.539;"Les métiers de la mode et du luxe";Parcours;2019;9782273014564;"GFE Q : commerce, gestion, finances";M1703;"Management et gestion de produit";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1703;"commerce, marketing, vente/grande distribution et petits commerces| commerce, marketing, vente/marketing, vente"
"chef / cheffe de produit touristique";https://www.onisep.fr/http/redirection/metier/slug/MET.753;"Les métiers du tourisme";Parcours;2023;9782273016339;"GFE S : hôtellerie,  tourisme, loisirs";G1301;"Conception de produits touristiques";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1301;"hôtellerie-restauration, tourisme/tourisme"
"chef / cheffe de projet démantèlement nucléaire";https://www.onisep.fr/http/redirection/metier/slug/MET.791;"Les métiers de l'énergie";Parcours;2022;9782273015998;"GFE T : environnement, nettoyage, sécurité";I1503;"Intervention en milieux et produits nocifs";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1503;"armée, sécurité/sécurité, prévention"
"chef / cheffe de projet informatique";https://www.onisep.fr/http/redirection/metier/slug/MET.203;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1803;"Direction des systèmes d'information";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1803;"informatique, Internet/informatique (généralités)"
"chef / cheffe de projet web-mobile";https://www.onisep.fr/http/redirection/metier/slug/MET.490;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1803;"Direction des systèmes d'information";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1803;"informatique, Internet/informatique (généralités)| information-communication, audiovisuel/multimédia"
"chef / cheffe de rayon";https://www.onisep.fr/http/redirection/metier/slug/MET.299;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE Q : commerce, gestion, finances";"D1502 | D1503";"Management/gestion de rayon produits alimentaires | Management/gestion de rayon produits non alimentaires";"https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1502 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1503";"commerce, marketing, vente/grande distribution et petits commerces"
"chef / cheffe des ventes";https://www.onisep.fr/http/redirection/metier/slug/MET.541;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE Q : commerce, gestion, finances";D1406;"Management en force de vente";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1406;"commerce, marketing, vente/marketing, vente"
"chef monteur / cheffe monteuse";https://www.onisep.fr/http/redirection/metier/slug/MET.656;"Les métiers du cinéma";Parcours;2021;9782273015745;"GFE V : arts, spectacle, audiovisuel";L1507;"Montage audiovisuel et post-production";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1507;"information-communication, audiovisuel/audiovisuel"
"chercheur / chercheuse en physique";https://www.onisep.fr/http/redirection/metier/slug/MET.800;;"pas de publication Onisep spécifique";;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";K2402;"Recherche en sciences de l'univers, de la matière et du vivant";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2402;sciences/physique
